open,high,low,close,volume,timestamp
23674.75,23689.5,23503.05078125,23526.5,269200,2025-01-09
23551.900390625,23596.599609375,23344.349609375,23431.5,261000,2025-01-10
23195.400390625,23340.94921875,23047.25,23085.94921875,316500,2025-01-13
23165.900390625,23264.94921875,23134.150390625,23176.05078125,311200,2025-01-14
23250.44921875,23293.650390625,23146.44921875,23213.19921875,228000,2025-01-15
23377.25,23391.650390625,23272.05078125,23311.80078125,299400,2025-01-16
23277.099609375,23292.099609375,23100.349609375,23203.19921875,272900,2025-01-17
23290.400390625,23391.099609375,23170.650390625,23344.75,301500,2025-01-20
23421.650390625,23426.30078125,22976.849609375,23024.650390625,312900,2025-01-21
23099.150390625,23169.55078125,22981.30078125,23155.349609375,276000,2025-01-22
23128.30078125,23270.80078125,23090.650390625,23205.349609375,275600,2025-01-23
23183.900390625,23347.30078125,23050.0,23092.19921875,264300,2025-01-24
22940.150390625,23007.44921875,22786.900390625,22829.150390625,257400,2025-01-27
22960.44921875,23137.94921875,22857.650390625,22957.25,361900,2025-01-28
23026.75,23183.349609375,22976.5,23163.099609375,226300,2025-01-29
23169.5,23322.05078125,23139.19921875,23249.5,361900,2025-01-30
23296.75,23546.80078125,23277.400390625,23508.400390625,304900,2025-01-31
23528.599609375,23632.44921875,23318.30078125,23482.150390625,281000,2025-02-01
23319.349609375,23381.599609375,23222.0,23361.05078125,329700,2025-02-03
23509.900390625,23762.75,23423.150390625,23739.25,376700,2025-02-04
23801.75,23807.30078125,23680.44921875,23696.30078125,267000,2025-02-05
23761.94921875,23773.55078125,23556.25,23603.349609375,307000,2025-02-06
23649.5,23694.5,23443.19921875,23559.94921875,368100,2025-02-07
23543.80078125,23568.599609375,23316.30078125,23381.599609375,234200,2025-02-10
23383.55078125,23390.05078125,22986.650390625,23071.80078125,268000,2025-02-11
23050.80078125,23144.69921875,22798.349609375,23045.25,279700,2025-02-12
23055.75,23235.5,22992.19921875,23031.400390625,265700,2025-02-13
23096.44921875,23133.69921875,22774.849609375,22929.25,254500,2025-02-14
22809.900390625,22974.19921875,22725.44921875,22959.5,207400,2025-02-17
22963.650390625,22992.5,22801.5,22945.30078125,210600,2025-02-18
22847.25,23049.94921875,22814.849609375,22932.900390625,207000,2025-02-19
22821.099609375,22923.849609375,22812.75,22913.150390625,240800,2025-02-20
22857.19921875,22921.0,22720.30078125,22795.900390625,242800,2025-02-21
22609.349609375,22668.05078125,22518.80078125,22553.349609375,214300,2025-02-24
22516.44921875,22625.30078125,22513.900390625,22547.55078125,250300,2025-02-25
22568.94921875,22613.30078125,22508.400390625,22545.05078125,289200,2025-02-27
22433.400390625,22450.349609375,22104.849609375,22124.69921875,551300,2025-02-28
22194.55078125,22261.55078125,22004.69921875,22119.30078125,282400,2025-03-03
21974.44921875,22105.05078125,21964.599609375,22082.650390625,253300,2025-03-04
22073.05078125,22394.900390625,22067.80078125,22337.30078125,305900,2025-03-05
22476.349609375,22556.44921875,22245.849609375,22544.69921875,372100,2025-03-06
22508.650390625,22633.80078125,22464.75,22552.5,289800,2025-03-07
22521.849609375,22676.75,22429.05078125,22460.30078125,293900,2025-03-10
22345.94921875,22522.099609375,22314.69921875,22497.900390625,347900,2025-03-11
22536.349609375,22577.400390625,22329.55078125,22470.5,369700,2025-03-12
22541.5,22558.05078125,22377.349609375,22397.19921875,287500,2025-03-13
22353.150390625,22577.0,22353.150390625,22508.75,251100,2025-03-17
22662.25,22857.80078125,22599.19921875,22834.30078125,272600,2025-03-18
22874.94921875,22940.69921875,22807.94921875,22907.599609375,324000,2025-03-19
23036.599609375,23216.69921875,22973.94921875,23190.650390625,313700,2025-03-20
23168.25,23402.69921875,23132.80078125,23350.400390625,541000,2025-03-21
23515.400390625,23708.75,23433.5,23658.349609375,311900,2025-03-24
23751.5,23869.599609375,23601.400390625,23668.650390625,338200,2025-03-25
23700.94921875,23736.5,23451.69921875,23486.849609375,278600,2025-03-26
23433.94921875,23646.44921875,23412.19921875,23591.94921875,510300,2025-03-27
23600.400390625,23649.19921875,23450.19921875,23519.349609375,295400,2025-03-28
23341.099609375,23565.150390625,23136.400390625,23165.69921875,314300,2025-04-01
23192.599609375,23350.0,23158.44921875,23332.349609375,341000,2025-04-02
23150.30078125,23306.5,23145.80078125,23250.099609375,283200,2025-04-03
23190.400390625,23214.69921875,22857.44921875,22904.44921875,466800,2025-04-04
21758.400390625,22254.0,21743.650390625,22161.599609375,647100,2025-04-07
22446.75,22697.19921875,22270.849609375,22535.849609375,468300,2025-04-08
22460.30078125,22468.69921875,22353.25,22399.150390625,383800,2025-04-09
22695.400390625,22923.900390625,22695.400390625,22828.55078125,402200,2025-04-11
23368.349609375,23368.349609375,23207.0,23328.55078125,388300,2025-04-15
23344.099609375,23452.19921875,23273.05078125,23437.19921875,348400,2025-04-16
23401.849609375,23872.349609375,23298.55078125,23851.650390625,505300,2025-04-17
23949.150390625,24189.55078125,23903.650390625,24125.55078125,406100,2025-04-21
24185.400390625,24242.599609375,24072.0,24167.25,440900,2025-04-22
24357.599609375,24359.30078125,24119.94921875,24328.94921875,415000,2025-04-23
24277.900390625,24347.849609375,24216.150390625,24246.69921875,358800,2025-04-24
24289.0,24365.44921875,23847.849609375,24039.349609375,387700,2025-04-25
24070.25,24355.099609375,24054.05078125,24328.5,320500,2025-04-28
24370.69921875,24457.650390625,24290.75,24335.94921875,357600,2025-04-29
24342.05078125,24396.150390625,24198.75,24334.19921875,424500,2025-04-30
24311.900390625,24589.150390625,24238.5,24346.69921875,421100,2025-05-02
24419.5,24526.400390625,24400.650390625,24461.150390625,291500,2025-05-05
24500.75,24509.650390625,24331.80078125,24379.599609375,302400,2025-05-06
24233.30078125,24449.599609375,24220.0,24414.400390625,330100,2025-05-07
24431.5,24447.25,24150.19921875,24273.80078125,411400,2025-05-08
23935.75,24164.25,23935.75,24008.0,335600,2025-05-09
