open,high,low,close,volume,timestamp
43606.30078125,43838.6484375,43032.44921875,43126.44921875,21900,2025-01-09
43731.5,44798.6484375,43731.5,44609.5,46400,2025-01-10
44390.6015625,44655.69921875,43927.3984375,43999.1015625,28700,2025-01-13
43996.6015625,44007.55078125,42916.75,43061.19921875,38300,2025-01-14
43190.80078125,43447.69921875,42976.30078125,43401.25,16600,2025-01-15
43696.44921875,44012.3515625,43095.0,43188.8515625,31300,2025-01-16
42469.0,42495.05078125,41962.6484375,42032.19921875,34600,2025-01-17
42377.3515625,42478.5,41709.55078125,42192.80078125,54700,2025-01-20
42288.55078125,42536.69921875,41639.0,41697.94921875,32700,2025-01-21
41755.19921875,42635.3515625,41750.19921875,42590.69921875,49400,2025-01-22
42750.44921875,43663.44921875,42741.19921875,43351.75,60000,2025-01-23
43220.44921875,43959.1484375,43217.5,43524.1015625,36100,2025-01-24
42986.8984375,43245.94921875,41961.1484375,42060.69921875,29700,2025-01-27
42097.05078125,42463.1484375,41731.25,41820.6484375,31300,2025-01-28
42052.0,42968.3984375,42051.55078125,42914.5,29700,2025-01-29
42893.80078125,43025.8515625,42117.3515625,42426.6484375,24800,2025-01-30
42586.1015625,42967.75,42486.80078125,42662.75,27500,2025-01-31
41592.19921875,42375.25,41328.25,42314.25,27100,2025-02-03
42642.75,42931.1015625,42407.3515625,42860.19921875,32200,2025-02-04
43060.6484375,43250.75,42818.1015625,42888.30078125,21900,2025-02-05
43197.30078125,43431.80078125,42838.1484375,43020.94921875,26500,2025-02-06
43106.1484375,43133.3515625,42623.44921875,42921.6484375,19200,2025-02-07
42956.44921875,42973.6484375,42511.25,42596.55078125,21600,2025-02-10
42616.8984375,42790.25,41866.6015625,41968.30078125,21500,2025-02-11
42039.5,42263.05078125,41591.19921875,41733.0,23600,2025-02-12
41787.0,41944.69921875,41182.3984375,41315.55078125,21300,2025-02-13
41547.05078125,41606.75,40958.0,41311.1484375,18600,2025-02-14
40968.80078125,41254.8984375,40592.5,41073.19921875,17400,2025-02-17
41097.44921875,41530.30078125,41039.25,41464.3515625,23200,2025-02-18
41373.5,41403.25,40785.05078125,40924.25,20800,2025-02-19
40725.3984375,41004.8515625,40701.1015625,40865.94921875,17400,2025-02-20
40821.6484375,40905.3984375,40417.44921875,40544.55078125,18400,2025-02-21
40100.25,40186.5,39306.69921875,39446.6015625,32200,2025-02-24
39085.6015625,39518.19921875,39066.3984375,39131.30078125,24900,2025-02-25
38971.6015625,39237.69921875,38742.8984375,38946.6484375,31400,2025-02-27
38620.69921875,38642.0,37167.30078125,37318.30078125,50700,2025-02-28
37408.6484375,37930.1484375,37369.69921875,37614.44921875,30400,2025-03-03
37228.80078125,37537.19921875,36797.3984375,37276.94921875,26600,2025-03-04
37287.25,38381.75,37287.25,38072.30078125,31500,2025-03-05
38226.1015625,38347.1015625,37912.0,38145.30078125,30200,2025-03-06
38028.1484375,38048.3515625,37625.05078125,37820.44921875,22900,2025-03-07
37791.6015625,38037.30078125,37564.3984375,37644.3984375,20500,2025-03-10
37185.25,37500.80078125,36826.8984375,37400.1015625,28500,2025-03-11
37181.8515625,37201.55078125,35828.80078125,36310.6484375,44900,2025-03-12
36378.19921875,36592.94921875,35948.25,36122.5,23400,2025-03-13
35828.05078125,36170.25,35828.05078125,36137.19921875,29600,2025-03-17
36242.1484375,36681.1484375,36008.8515625,36619.3515625,29900,2025-03-18
36581.6484375,36581.6484375,35804.6015625,36223.5,36900,2025-03-19
36444.55078125,37109.8515625,36444.55078125,36676.6484375,37100,2025-03-20
35942.5,37033.8984375,35674.3984375,36702.80078125,53100,2025-03-21
36944.8984375,37469.8515625,36539.94921875,37217.05078125,27900,2025-03-24
37542.3984375,38073.05078125,37406.0,37706.8984375,36100,2025-03-25
37719.44921875,37929.3984375,37216.6015625,37336.69921875,23500,2025-03-26
37168.1484375,37627.6015625,37160.0,37548.30078125,35100,2025-03-27
37376.6015625,37540.80078125,36767.25,36886.1484375,28900,2025-03-28
36422.8515625,36538.6015625,35890.3984375,35980.6484375,31000,2025-04-01
36024.44921875,36368.8515625,35970.69921875,36283.5,21600,2025-04-02
35676.44921875,35686.55078125,34642.3984375,34757.25,38300,2025-04-03
34224.6015625,34361.6484375,33418.6484375,33511.44921875,42300,2025-04-04
31307.94921875,32835.1015625,30918.94921875,32668.80078125,56200,2025-04-07
33232.3984375,33742.8515625,32859.05078125,33244.3984375,42300,2025-04-08
32710.25,32762.30078125,32200.25,32517.349609375,41900,2025-04-09
32926.6484375,33210.80078125,32526.0,32740.849609375,41400,2025-04-11
33504.1484375,33520.6484375,32932.94921875,33275.30078125,31500,2025-04-15
33215.94921875,33387.44921875,32867.94921875,33295.5,35800,2025-04-16
32832.6484375,33471.55078125,32470.94921875,33372.3515625,82800,2025-04-17
33299.6015625,34528.55078125,33283.8515625,34135.05078125,100,2025-04-21
34075.6015625,34130.30078125,33789.1484375,33941.05078125,37700,2025-04-22
34700.1015625,35522.75,34648.44921875,35414.6484375,71800,2025-04-23
35463.6015625,35572.0,35197.30078125,35307.1015625,43600,2025-04-24
35487.30078125,35941.44921875,35068.1484375,35562.25,46200,2025-04-25
35541.55078125,35679.3515625,35089.75,35482.94921875,29000,2025-04-28
35565.75,36157.19921875,35416.8984375,35920.3984375,33700,2025-04-29
35913.69921875,36206.55078125,35440.80078125,35794.94921875,32300,2025-04-30
35868.5,36300.6015625,35637.3984375,35891.8515625,31300,2025-05-02
36042.6015625,36352.3984375,35949.3515625,35991.25,21200,2025-05-05
36129.30078125,36314.19921875,35778.80078125,35869.19921875,21800,2025-05-06
35479.1015625,36042.25,35440.6484375,35920.30078125,24900,2025-05-07
35960.94921875,36240.25,35832.80078125,36002.44921875,30700,2025-05-08
35490.8984375,35929.30078125,35488.3984375,35880.1015625,22100,2025-05-09
36656.6484375,38356.1015625,36600.75,38282.55078125,43200,2025-05-12
38326.3984375,38326.3984375,37304.94921875,37354.6015625,36600,2025-05-13
37480.6015625,37913.80078125,37379.1484375,37853.55078125,22000,2025-05-14
37929.1015625,38377.3515625,37456.75,38293.80078125,37300,2025-05-15
38351.8984375,38351.8984375,37814.8984375,37972.3515625,18000,2025-05-16
37845.6015625,37917.19921875,37429.6015625,37477.80078125,21700,2025-05-19
37722.19921875,38019.05078125,37234.19921875,37283.5,25400,2025-05-20
37418.25,37618.8984375,37112.6015625,37540.1015625,14600,2025-05-21
37246.25,37316.30078125,36868.55078125,37050.1484375,25400,2025-05-22
37108.69921875,37826.3984375,37062.80078125,37403.55078125,17900,2025-05-23
37491.1015625,37819.6484375,37442.8515625,37785.8984375,10600,2025-05-26
37777.8984375,37798.69921875,37323.30078125,37501.44921875,22400,2025-05-27
37751.3984375,37777.5,37440.69921875,37465.75,14900,2025-05-28
37762.1484375,38121.3984375,37585.05078125,37754.1484375,29700,2025-05-29
37646.3984375,37665.44921875,37241.25,37321.75,39500,2025-05-30
37147.8515625,37172.6015625,36770.1484375,37061.8515625,19000,2025-06-02
37199.6484375,37367.3515625,36740.55078125,36814.8984375,24300,2025-06-03
36831.30078125,37088.5,36762.80078125,36938.1015625,20100,2025-06-04
37034.44921875,37408.25,36886.25,37107.94921875,23500,2025-06-05
37134.1484375,37356.30078125,36910.94921875,37294.8515625,15100,2025-06-06
37522.5,37786.25,37445.30078125,37669.19921875,18600,2025-06-09
37871.6015625,38567.75,37825.1484375,38300.0,37600,2025-06-10
38355.5,38834.75,38215.0,38784.30078125,42400,2025-06-11
38732.94921875,38891.05078125,38227.25,38460.30078125,38400,2025-06-12
37769.5,38687.55078125,37722.19921875,38469.25,24700,2025-06-13
38440.8515625,39258.3984375,38369.05078125,39073.05078125,25400,2025-06-16
39123.0,39499.1484375,38977.94921875,39356.1015625,24100,2025-06-17
39220.3515625,39572.5,38963.80078125,39030.8984375,18500,2025-06-18
38945.3515625,38966.80078125,38429.3984375,38664.94921875,30200,2025-06-19
38674.19921875,39041.05078125,38454.05078125,38991.44921875,34000,2025-06-20
38642.1484375,38646.5,38278.69921875,38414.1015625,21900,2025-06-23
38852.6484375,38936.55078125,38380.0,38417.94921875,25900,2025-06-24
38635.0,39109.25,38605.5,39046.30078125,20000,2025-06-25
38996.6484375,39103.3515625,38760.1484375,38996.25,27500,2025-06-26
39125.75,39357.75,38707.1484375,38822.94921875,39100,2025-06-27
38945.8515625,39011.94921875,38652.30078125,38950.0,21000,2025-06-30
39004.6484375,39282.94921875,38725.25,38833.1484375,17400,2025-07-01
39080.30078125,39519.5,38738.8515625,38879.1015625,27500,2025-07-02
39009.8515625,39203.69921875,38803.75,38854.30078125,22500,2025-07-03
38968.1015625,39191.8984375,38784.3984375,39166.55078125,16200,2025-07-04
39146.1484375,39176.6484375,38799.69921875,38866.94921875,14500,2025-07-07
38837.0,39238.19921875,38732.55078125,38983.25,18500,2025-07-08
38986.80078125,38999.75,38540.6484375,38680.8515625,24200,2025-07-09
38713.80078125,38715.19921875,38197.3515625,38376.6484375,22300,2025-07-10
37702.55078125,37990.80078125,37558.1015625,37693.25,40700,2025-07-11
37643.3515625,37664.19921875,37016.1015625,37273.69921875,30900,2025-07-14
37077.0,37664.8984375,37048.94921875,37424.6015625,38900,2025-07-15
37325.69921875,37758.5,37258.05078125,37660.75,30700,2025-07-16
37552.8515625,37666.55078125,37060.69921875,37138.55078125,32600,2025-07-17
37366.69921875,37419.6015625,36951.8515625,37141.8984375,49800,2025-07-18
37109.80078125,37164.8515625,36780.05078125,37031.75,25900,2025-07-21
36963.6484375,37121.0,36827.3984375,36858.8984375,24800,2025-07-22
36958.30078125,37086.6015625,36745.19921875,36951.5,25700,2025-07-23
36949.30078125,36974.05078125,36097.6484375,36135.80078125,48500,2025-07-24
35998.0,36271.1015625,35531.6484375,35623.75,34100,2025-07-25
35521.69921875,35566.55078125,35049.8984375,35370.05078125,28700,2025-07-28
35270.8984375,35438.75,35101.5,35373.25,37000,2025-07-29
35453.05078125,35531.55078125,35258.0,35481.69921875,20900,2025-07-30
35218.8515625,35589.0,34999.25,35301.6484375,25100,2025-07-31
35118.6015625,35166.3984375,34586.8984375,34649.6015625,24500,2025-08-01
34558.69921875,35219.8515625,34324.8515625,35203.3515625,23000,2025-08-04
35196.75,35196.75,34854.30078125,35034.5,27900,2025-08-05
34957.94921875,34990.3515625,34347.44921875,34426.25,25900,2025-08-06
34284.94921875,34808.05078125,34224.55078125,34726.80078125,25200,2025-08-07
34603.0,34643.75,34350.8515625,34398.5,30100,2025-08-08
34367.25,34624.3984375,34228.0,34544.6484375,17400,2025-08-11
34589.8515625,35072.5,34561.30078125,34674.30078125,29700,2025-08-12
34756.6484375,34842.1484375,34552.8515625,34692.94921875,24700,2025-08-13
34732.25,35332.19921875,34732.25,34833.19921875,37800,2025-08-14
35152.69921875,35158.69921875,34514.0,34634.94921875,21900,2025-08-18
34618.8515625,34825.30078125,34549.05078125,34756.69921875,16700,2025-08-19
34647.19921875,35773.6484375,34647.19921875,35690.05078125,41800,2025-08-20
35918.80078125,35922.55078125,35461.44921875,35723.8984375,24200,2025-08-21
35735.44921875,35767.1484375,35415.3984375,35440.8515625,27600,2025-08-22
35795.5,36445.30078125,35795.5,36280.1015625,39100,2025-08-25
36106.80078125,36324.30078125,35998.94921875,36063.19921875,46100,2025-08-26
36017.1484375,36018.94921875,35444.19921875,35488.80078125,22800,2025-08-28
35491.6015625,35575.19921875,35130.3515625,35181.25,28100,2025-08-29
35255.30078125,35787.69921875,35255.30078125,35740.6484375,14500,2025-09-01
35767.0,36061.1015625,35541.19921875,35737.8984375,16900,2025-09-02
35807.94921875,35832.0,35293.1015625,35474.94921875,15400,2025-09-03
35580.6015625,35599.30078125,35093.3984375,35143.1015625,17400,2025-09-04
35234.75,35331.5,34343.3984375,34635.8515625,23500,2025-09-05
34744.8984375,34912.8515625,34259.3984375,34310.44921875,19600,2025-09-08
34773.05078125,35304.8515625,34770.3515625,35255.94921875,35900,2025-09-09
35428.8984375,36255.19921875,35426.6015625,36183.80078125,36500,2025-09-10
36265.94921875,36278.19921875,35829.8515625,36003.5,22600,2025-09-11
36331.44921875,36356.6484375,36025.30078125,36110.75,24600,2025-09-12
36139.69921875,36151.44921875,35686.1484375,35902.19921875,15700,2025-09-15
35962.30078125,36274.0,35860.5,36212.1484375,23600,2025-09-16
36326.30078125,36608.8984375,36253.8984375,36447.1484375,22100,2025-09-17
36801.5,37064.94921875,36631.05078125,36750.25,31300,2025-09-18
36765.5,36821.19921875,36369.94921875,36578.25,37200,2025-09-19
35437.8984375,35781.6015625,35145.1015625,35500.1484375,51000,2025-09-22
